버스번호,기점,종점,상행 정류장수,상행 정류장(순서대로),하행 정류장수,하행 정류장(순서대로)
송암47,장등동,덕남마을 입구,61,장등동 ▶ 도선사 ▶ 문흥지구입구(남) ▶ 농산물공판장 ▶ 동광주IC입구 ▶ 광주병원 ▶ 무등도서관 ▶ 말바우시장(동) ▶ 말바우시장(남) ▶ 동강대 ▶ 서방시장(남) ▶ 서방사거리 ▶ 전대동창회관 ▶ 광주역육교 ▶ 전남대사거리(동) ▶ 용봉초교 ▶ 신안교 ▶ 광주지방기상청 ▶ 경신여고 ▶ 제2광천교 ▶ 광천치안센터 ▶ 광주종합버스터미널 ▶ 기아자동차 ▶ 해태아파트 ▶ 한국병원 ▶ 상무1동행정복지센터 ▶ 가톨릭대평생교육원 ▶ 서광주우체국 ▶ 염주사거리(서) ▶ 염주초교 ▶ 염주체육관 ▶ 주월명지아파트 ▶ 봉주초교 ▶ 광주국제양궁장 ▶ 서남하이츠(국제양궁장) ▶ 금당중 ▶ 원광대한방병원 ▶ 풍암우미아파트 ▶ 풍암금호아파트 ▶ 신암마을 ▶ 풍암한국아파트 ▶ 풍암한신아파트 ▶ 풍암모아아파트 ▶ 풍암저수지 ▶ 마재우체국 ▶ 풍암사거리(동) ▶ 매월종합상가입구 ▶ 운리마을 ▶ 동명회.송원고 ▶ 송원대 ▶ 송암공단입구 ▶ 남선산업 ▶ 송하삼익아파트 ▶ 금호타운아파트 ▶ 광주대 ▶ 구암 ▶ 빛고을CC ▶ 빛고을노인건강타운 ▶ 고령친화종합체험관 ▶ 빛고을전남대병원 ▶ 덕남마을 입구,61,덕남마을 입구 ▶ 고령친화종합체험관 ▶ 빛고을노인건강타운 ▶ 빛고을CC ▶ 구암 ▶ 광주대 ▶ 금호타운아파트 ▶ 송하삼익아파트 ▶ 남선산업 ▶ 송암공단입구 ▶ 송원대 ▶ 동명회.송원고 ▶ 운리마을 ▶ 풍암대주아파트 ▶ 풍암사거리(동) ▶ 마재우체국 ▶ 풍암저수지 ▶ 풍암모아아파트 ▶ 풍암한신아파트 ▶ 풍암한국아파트 ▶ 신암마을 ▶ 풍암금호아파트 ▶ 풍암우미아파트 ▶ 원광대한방병원 ▶ 금당중 ▶ 광주국제양궁장 ▶ 봉주초교 ▶ 주월명지아파트 ▶ 염주체육관 ▶ 염주초교 ▶ 염주사거리(서) ▶ 서광주우체국 ▶ 가톨릭대평생교육원 ▶ 상무1동행정복지센터 ▶ 한국병원 ▶ 솔뫼타운 ▶ 해태아파트 ▶ 기아자동차 ▶ 광주종합버스터미널 ▶ 광천치안센터 ▶ 제2광천교 ▶ 경신여고 ▶ 광주지방기상청 ▶ 신안교 ▶ 용봉초교 ▶ 전남대사거리(동) ▶ 광주역육교 ▶ 전대동창회관 ▶ 서방사거리 ▶ 서방시장(남) ▶ 동강대 ▶ 말바우시장(동) ▶ 무등도서관 ▶ 광주병원 ▶ 동광주IC입구 ▶ 농산물공판장 ▶ 문흥지구입구(남) ▶ 문흥지구입구(동) ▶ 도동고개 ▶ 도선사 ▶ 장등동
수완49,무등산국립공원(증심사),수완지구,51,무등산국립공원(증심사) ▶ 성촌마을.전통문화관 ▶ 학운초교 ▶ 동산마을입구 ▶ 운림중 ▶ 연진회미술원 ▶ 홍림교 ▶ 학동무등파크 ▶ 학동증심사입구역 ▶ 조선대병원 ▶ 전남대병원.남광주시장 ▶ 전남대병원오거리/남동성당 ▶ 동구청 ▶ 전남여고 ▶ 예술의거리입구 ▶ 금남로4가역 ▶ 금남로5가역 ▶ 광주일고.광주고용센터 ▶ 유동사거리 ▶ 엔씨백화점 ▶ 광주역 ▶ 신안사거리 ▶ 전남대사거리(서) ▶ 용봉초교 ▶ 신안교 ▶ 광주지방기상청 ▶ 경신여고 ▶ 운암시장 ▶ 운암도서관 ▶ 운암초교 ▶ 서영대 ▶ 동천우미린아파트 ▶ 동천마을3단지 ▶ 동천마을1단지 ▶ 동림I.C입구 ▶ 광신대교 ▶ 풍영정입구 ▶ 신가사거리 ▶ 신가주공아파트 ▶ 명진고 ▶ 수완아름공원 ▶ 큰별초교 ▶ 광주농수산물유통센터(서) ▶ 수완새한포유 ▶ 장덕마을 ▶ 고실마을 ▶ 수완양우내안애 ▶ 골옷교 ▶ 하완마을 ▶ 수완동공원 ▶ 수완지구,53,수완지구 ▶ 수완동공원 ▶ 하완마을 ▶ 골옷교 ▶ 수완양우내안애 ▶ 고실마을 ▶ 장덕마을 ▶ 수완새한포유 ▶ 광주농수산물유통센터(서) ▶ 큰별초교 ▶ 수완아름공원 ▶ 명진고 ▶ 신가주공아파트 ▶ 신가사거리 ▶ 풍영정입구 ▶ 광신대교 ▶ 동림I.C입구 ▶ 동천마을1단지 ▶ 동천마을3단지 ▶ 동천우미린아파트 ▶ 서영대 ▶ 운암초교 ▶ 운암도서관 ▶ 운암벽산블루밍 ▶ 광주예술의전당 ▶ 운암시장 ▶ 경신여고 ▶ 광주지방기상청 ▶ 신안교 ▶ 용봉초교 ▶ 전남대사거리(서) ▶ 신안사거리 ▶ 광주역 ▶ 유동사거리 ▶ 광주일고.광주고용센터 ▶ 금남로5가역 ▶ 금남로4가역 ▶ 예술의거리입구 ▶ 전남여고 ▶ 동구청 ▶ 전남대병원오거리/남동성당 ▶ 전남대병원.남광주시장 ▶ 남광주사거리 ▶ 조선대병원 ▶ 학동증심사입구역 ▶ 학2마을아파트 ▶ 학동평화맨션 ▶ 홍림교 ▶ 연진회미술원 ▶ 운림중 ▶ 학운초교 ▶ 성촌마을.전통문화관 ▶ 무등산국립공원(증심사)
운림50,세하동,무등산국립공원(증심사),53,세하동 ▶ 동하 ▶ 마산(서창) ▶ 서창농협벽진지점 ▶ 서창사거리 ▶ 서창입구 ▶ 월암 ▶ 김대중컨벤션센터(마륵)역 ▶ 전남고 ▶ 상무금호아파트 ▶ 상무중흥아파트 ▶ 한국수자원공사 ▶ 한국국토정보공사 ▶ 한국은행 ▶ 시청 ▶ 5.18기념공원 ▶ 상무병원 ▶ 운천저수지 ▶ 상무중 ▶ 광주학생독립운동기념관 ▶ 쌍촌시영아파트 ▶ 종합건설본부 ▶ 염주사거리(동) ▶ 염주맨션 ▶ 주월초교 ▶ 월산마을 ▶ 제일맨션 ▶ 명지맨션 ▶ 무등시장 ▶ 무등시장입구(북) ▶ 백운초교(남) ▶ 백운우체국 ▶ 남구청 ▶ 주월중입구 ▶ 제석초교 ▶ 봉선시장 ▶ 모아2차아파트 ▶ 라인효친 ▶ 송림주택 ▶ 방림삼거리 ▶ 학림교 ▶ 남광주역 ▶ 남광주사거리 ▶ 조선대병원 ▶ 학동증심사입구역 ▶ 학2마을아파트 ▶ 학동평화맨션 ▶ 홍림교 ▶ 연진회미술원 ▶ 운림중 ▶ 학운초교 ▶ 성촌마을.전통문화관 ▶ 무등산국립공원(증심사),51,무등산국립공원(증심사) ▶ 성촌마을.전통문화관 ▶ 학운초교 ▶ 동산마을입구 ▶ 운림중 ▶ 연진회미술원 ▶ 홍림교 ▶ 학동무등파크 ▶ 학동증심사입구역 ▶ 조선대병원 ▶ 남광주역 ▶ 학림교 ▶ 방림삼거리 ▶ 송림주택 ▶ 라인효친 ▶ 모아2차아파트 ▶ 봉선시장 ▶ 제석초교 ▶ 주월중입구 ▶ 남구청 ▶ 백운우체국 ▶ 백운초교(남) ▶ 무등시장입구(북) ▶ 무등시장 ▶ 명지맨션 ▶ 제일맨션 ▶ 월산마을 ▶ 주월초교 ▶ 염주맨션 ▶ 염주사거리(서) ▶ 쌍촌시영아파트 ▶ 광주학생독립운동기념관 ▶ 치평중 ▶ 상무중 ▶ 운천저수지 ▶ 상무병원 ▶ 5.18기념공원 ▶ 시청 ▶ 한국은행 ▶ 한국국토정보공사 ▶ 한국수자원공사 ▶ 상무중흥아파트 ▶ 상무금호아파트 ▶ 전남고 ▶ 김대중컨벤션센터(마륵)역 ▶ 월암 ▶ 서창사거리 ▶ 서창농협벽진지점 ▶ 마산(서창) ▶ 동하 ▶ 세하동
운림51,첨단종점,무등산국립공원(증심사),59,첨단종점 ▶ 고내입구 ▶ 대촌마을입구 ▶ 대촌마을 ▶ 은혜학교 ▶ 앰코코리아 ▶ 국립광주과학관 ▶ 한국생산기술연구원 ▶ 한국전자통신연구원 ▶ 과기원 ▶ 쌍암공원 ▶ 첨단1동행정복지센터 ▶ 첨단2동행정복지센터 ▶ 첨단부영아파트 ▶ 첨단호반3차아파트 ▶ 첨단생활체육공원 ▶ 보훈병원 ▶ 전자공고 ▶ 신창초교 ▶ 신창중 ▶ 신창부영1차아파트 ▶ 보건대후문 ▶ 전남공고 ▶ 전남공고입구 ▶ 보건대입구 ▶ 반촌/마한유적체험관 ▶ 산동교 ▶ 동림푸른마을 ▶ 시립장애인복지관 ▶ 운암우미아파트 ▶ 운암중 ▶ 운암도서관 ▶ 운암벽산블루밍 ▶ 광주예술의전당 ▶ 운암시장 ▶ 경신여고 ▶ 광주기아챔피언스필드 ▶ 임동한국아델리움1차 ▶ 임동행정복지센터 ▶ 임동농협 ▶ 북성중 ▶ 광주일고.광주고용센터 ▶ 금남로5가역 ▶ 금남로4가역 ▶ 국립아시아문화전당(구.도청) ▶ 문화전당역 ▶ 전남대병원오거리/남동성당 ▶ 전남대병원.남광주시장 ▶ 남광주사거리 ▶ 조선대병원 ▶ 학동증심사입구역 ▶ 학2마을아파트 ▶ 학동평화맨션 ▶ 홍림교 ▶ 연진회미술원 ▶ 운림중 ▶ 학운초교 ▶ 성촌마을.전통문화관 ▶ 무등산국립공원(증심사),56,무등산국립공원(증심사) ▶ 성촌마을.전통문화관 ▶ 학운초교 ▶ 동산마을입구 ▶ 운림중 ▶ 연진회미술원 ▶ 홍림교 ▶ 학동무등파크 ▶ 학동증심사입구역 ▶ 조선대병원 ▶ 전남대병원.남광주시장 ▶ 전남대병원오거리/남동성당 ▶ 문화전당역 ▶ 국립아시아문화전당(구.도청) ▶ 금남로4가역 ▶ 금남로5가역 ▶ 광주일고.광주고용센터 ▶ 북성중 ▶ 요한병원 ▶ 임동농협 ▶ 임동행정복지센터 ▶ 임동한국아델리움1차 ▶ 광주기아챔피언스필드 ▶ 한국국토정보공사광주중부지사 ▶ 중앙여고 ▶ 광주예술의전당 ▶ 운암도서관 ▶ 운암중 ▶ 운암우미아파트 ▶ 시립장애인복지관 ▶ 동림푸른마을 ▶ 산동교 ▶ 반촌/마한유적체험관 ▶ 보건대입구 ▶ 전남공고 ▶ 보건대후문 ▶ 신창부영1차아파트 ▶ 신창중 ▶ 신창초교 ▶ 전자공고 ▶ 보훈병원 ▶ 첨단생활체육공원 ▶ 첨단호반3차아파트 ▶ 첨단부영아파트 ▶ 첨단2동행정복지센터 ▶ 첨단1동행정복지센터 ▶ 쌍암공원 ▶ 과기원 ▶ 한국전자통신연구원 ▶ 한국생산기술연구원 ▶ 국립광주과학관 ▶ 앰코코리아 ▶ 은혜학교 ▶ 대촌마을 ▶ 대촌마을입구 ▶ 첨단종점
지원52-1,용연동,소태역,10,용연동 ▶ 용연정수장 ▶ 교동 ▶ 선교지구입구 ▶ 육판리 ▶ 남계촌 ▶ 내남입구 ▶ 주남 ▶ 지원2동행정복지센터입구 ▶ 소태역,10,소태역 ▶ 지원2동행정복지센터입구 ▶ 주남 ▶ 내남입구 ▶ 남계촌 ▶ 육판리 ▶ 선교 ▶ 교동 ▶ 용연정수장 ▶ 용연동
지원52,내남,발산교(남),42,내남 ▶ 법림사 ▶ 육판서길 ▶ 선교 ▶ 교동 ▶ 용연정수장 ▶ 용연동 ▶ 제2수원지 ▶ 용연동 ▶ 용연정수장 ▶ 교동 ▶ 선교지구입구 ▶ 육판리 ▶ 남계촌 ▶ 내남입구 ▶ 주남 ▶ 녹동 ▶ 지원화훼단지 ▶ 지원2동행정복지센터입구 ▶ 소태역 ▶ 광주남초교 ▶ 동구문화센터 ▶ 삼익세라믹 ▶ 학동증심사입구역 ▶ 조선대병원 ▶ 전남대병원.남광주시장 ▶ 전남대병원오거리/남동성당 ▶ 동구청 ▶ 전남여고 ▶ 대인시장(서) ▶ 동부소방서 ▶ 대인광장(북) ▶ 대인광장(동) ▶ 롯데백화점 ▶ 광주학생운동기념탑 ▶ 우진아파트 ▶ 닭전머리 ▶ 월산행복주택아파트 ▶ 돌고개역(동) ▶ 서광주전화국 ▶ 농성중흥파크 ▶ 발산교(남),41,발산교(남) ▶ 양동교 ▶ 그린파크 ▶ 서광주전화국 ▶ 돌고개역(동) ▶ 월산동행복주택아파트 ▶ 닭전머리 ▶ 우진아파트 ▶ 광주학생운동기념탑 ▶ 롯데백화점 ▶ 동부소방서 ▶ 대인시장(서) ▶ 전남여고 ▶ 동구청 ▶ 전남대병원오거리/남동성당 ▶ 전남대병원.남광주시장 ▶ 남광주사거리 ▶ 조선대병원 ▶ 학동증심사입구역 ▶ 삼익세라믹 ▶ 동구문화센터 ▶ 광주남초교 ▶ 소태역 ▶ 지원2동행정복지센터입구 ▶ 녹동 ▶ 주남 ▶ 내남입구 ▶ 남계촌 ▶ 육판리 ▶ 선교 ▶ 교동 ▶ 용연정수장 ▶ 용연동 ▶ 제2수원지 ▶ 용연동 ▶ 용연정수장 ▶ 교동 ▶ 선교지구입구 ▶ 육판서길 ▶ 법림사 ▶ 내남
문흥53,장등동,광주종합버스터미널,19,장등동 ▶ 도선사 ▶ 문흥지구입구(서) ▶ 문흥금호아파트 ▶ 문산중 ▶ 문흥1동행정복지센터 ▶ 문흥중 ▶ 자연과학고 ▶ 용봉중 ▶ 오치주공 ▶ 북부경찰서 ▶ 중외마을 ▶ 용봉쌍용아파트 ▶ 시립역사민속박물관 ▶ 국립광주박물관 ▶ 체육고.폴리텍대학 ▶ 광주예술의전당 ▶ 광천치안센터 ▶ 광주종합버스터미널,21,광주종합버스터미널 ▶ 광천치안센터 ▶ 광주예술의전당후문 ▶ 체육고.폴리텍대학 ▶ 국립광주박물관 ▶ 시립역사민속박물관 ▶ 용봉쌍용아파트 ▶ 중외마을 ▶ 용봉주공 ▶ 북부경찰서 ▶ 오치주공 ▶ 용봉중 ▶ 자연과학고 ▶ 문흥1동행정복지센터 ▶ 문산중 ▶ 문흥금호아파트 ▶ 광주솔로몬로파크 ▶ 문흥지구입구(동) ▶ 도동고개 ▶ 도선사 ▶ 장등동
운림54,무등산국립공원(증심사),대한적십자사,33,무등산국립공원(증심사) ▶ 성촌마을.전통문화관 ▶ 학운초교 ▶ 동산마을입구 ▶ 운림중 ▶ 연진회미술원 ▶ 홍림교 ▶ 학동무등파크 ▶ 학동증심사입구역 ▶ 조선대병원 ▶ 전남대병원.남광주시장 ▶ 전남대병원오거리/남동성당 ▶ 동구청 ▶ 전남여고 ▶ 대인시장(동) ▶ 광주고/4.19역사관 ▶ 계림사거리 ▶ 서방시장(남) ▶ 동강대 ▶ 말바우시장(동) ▶ 무등도서관 ▶ 문화중 ▶ 현대아파트 ▶ 우산주공1단지 ▶ 성산맨션 ▶ 도로교통공단 대신파크 ▶ 오치한전 ▶ 오치주공 ▶ 북부경찰서 ▶ 광주공고 ▶ 공간아파트 ▶ 매곡대화아파트 ▶ 대한적십자사,34,대한적십자사 ▶ 매곡대화아파트 ▶ 매곡삼익아파트 ▶ 용봉주공 ▶ 북부경찰서 ▶ 오치주공 ▶ 오치한전(북) ▶ 도로교통공단 대신파크 ▶ 우산주공1단지 ▶ 현대아파트 ▶ 문화중 ▶ 무등도서관 ▶ 말바우시장(동) ▶ 말바우시장(남) ▶ 동강대 ▶ 서방시장(남) ▶ 계림사거리 ▶ 광주고/4.19역사관 ▶ 대인시장(동) ▶ 전남여고 ▶ 동구청 ▶ 전남대병원오거리/남동성당 ▶ 전남대병원.남광주시장 ▶ 남광주사거리 ▶ 조선대병원 ▶ 학동증심사입구역 ▶ 학2마을아파트 ▶ 학동평화맨션 ▶ 홍림교 ▶ 연진회미술원 ▶ 운림중 ▶ 학운초교 ▶ 성촌마을.전통문화관 ▶ 무등산국립공원(증심사)
금남55,장등동,덕남마을 입구,54,장등동 ▶ 도선사 ▶ 문흥지구입구(남) ▶ 농산물공판장 ▶ 각화금호아파트 ▶ 각화무등파크 ▶ 신흥맨션 ▶ 문화초교 ▶ 두암초교 ▶ 덕산아파트 ▶ 청명아파트 ▶ 동강대후문 ▶ 말바우시장(서) ▶ 동부시장 ▶ 북구청 ▶ 효동초교입구 ▶ 광주역육교 ▶ 전남대사거리(동) ▶ 신안사거리 ▶ 광주역(동) ▶ 중흥초교 ▶ 4.19기념관 ▶ 계림초교후문 ▶ 동진맨션 ▶ 산수동우체국 ▶ 법원입구 ▶ 살레시오여고 ▶ 조선대 ▶ 서남동행정복지센터 ▶ 문화전당역 ▶ 국립아시아문화전당(구.도청) ▶ 충장치안센터 ▶ 중앙대교(동) ▶ 사직공원앞 ▶ 양림교 ▶ 학강초교 ▶ 기독병원 ▶ 수피아여고 ▶ 석산고 ▶ 서광중 ▶ 백운우체국 ▶ 남구청 ▶ 주월중입구 ▶ 봉선대화아파트 ▶ 문성고 ▶ 진월리채3차 ▶ 진월저수지(동) ▶ 송화마을3단지 ▶ 송화마을4단지 ▶ 조각배어린이공원 ▶ 빛고을노인건강타운 ▶ 고령친화종합체험관 ▶ 빛고을전남대병원 ▶ 덕남마을 입구,57,덕남마을 입구 ▶ 고령친화종합체험관 ▶ 빛고을노인건강타운 ▶ 조각배어린이공원 ▶ 송화마을4단지 ▶ 송화마을3단지 ▶ 진월저수지(동) ▶ 진월리채3차 ▶ 문성고 ▶ 봉선대화아파트 ▶ 주월중입구 ▶ 남구청 ▶ 백운우체국 ▶ 서광중 ▶ 석산고 ▶ 수피아여고 ▶ 기독병원 ▶ 학강초교 ▶ 학강교 ▶ 양림교 ▶ 사직공원앞 ▶ 중앙대교(동) ▶ 충장치안센터 ▶ 국립아시아문화전당(구.도청) ▶ 문화전당역 ▶ 서남동행정복지센터 ▶ 살레시오여고 ▶ 법원입구 ▶ 산수동우체국 ▶ 동진맨션 ▶ 계림초교후문 ▶ 4.19기념관 ▶ 중흥초교 ▶ 광주역 ▶ 신안사거리 ▶ 전남대사거리(동) ▶ 중흥삼거리 ▶ 효동초교입구 ▶ 북구차량등록민원실 ▶ 북구청 ▶ 동부시장 ▶ 말바우시장(서) ▶ 동강대후문 ▶ 청명아파트 ▶ 덕산아파트 ▶ 문화초교 ▶ 신흥맨션 ▶ 각화무등파크 ▶ 각화초교 ▶ 각화금호아파트 ▶ 동광주IC입구 ▶ 농산물공판장 ▶ 문흥지구입구(남) ▶ 문흥지구입구(동) ▶ 도동고개 ▶ 도선사 ▶ 장등동
지원56,월남동,엔씨백화점,40,월남동 ▶ 주남 ▶ 녹동 ▶ 지원화훼단지 ▶ 지원2동행정복지센터 ▶ 용산초교 ▶ 용산지구모아엘가에듀파크 ▶ 용산지구대성베르힐 ▶ 남구문화예술회관 ▶ 봉선2동행정복지센터 ▶ 봉선삼익아파트(남) ▶ 봉선삼익사거리 ▶ 모아2차아파트 ▶ 라인효친 ▶ 송림주택 ▶ 방림삼거리 ▶ 학림교 ▶ 양림휴먼시아2차 ▶ 양림휴먼시아1차 ▶ 남광주농협 ▶ 주월주택단지 ▶ 신우아파트 ▶ 월산5동 ▶ 월산4동 ▶ 건강협회 ▶ 상공회의소 ▶ 서석고 ▶ 화정역 ▶ 화정현대아파트 ▶ 기아자동차 ▶ 광주종합버스터미널 ▶ 현대자동차 ▶ 광천초교 ▶ 농성1동행정복지센터 ▶ 서광주전화국 ▶ 돌고개역(동) ▶ 양동시장역(남) ▶ 양동교차로 ▶ 유동사거리 ▶ 엔씨백화점,40,엔씨백화점 ▶ 광주역 ▶ 신안사거리 ▶ 유동사거리 ▶ 양동교차로 ▶ 양동시장역(남) ▶ 돌고개역(동) ▶ 서광주전화국 ▶ 농성1동행정복지센터 ▶ 광천초교 ▶ 현대자동차 ▶ 광주종합버스터미널 ▶ 기아자동차 ▶ 화정현대아파트 ▶ 화정역 ▶ 서석고 ▶ 상공회의소 ▶ 건강협회 ▶ 월산4동 ▶ 월산5동 ▶ 신우아파트 ▶ 주월주택단지 ▶ 남광주농협 ▶ 양림휴먼시아1차 ▶ 양림휴먼시아2차 ▶ 학림교 ▶ 방림삼거리 ▶ 송림주택 ▶ 라인효친 ▶ 모아2차아파트 ▶ 봉선삼익사거리 ▶ 봉선삼익아파트(남) ▶ 봉선2동행정복지센터 ▶ 남구문화예술회관 ▶ 용산지구대성베르힐 ▶ 용산지구모아엘가에듀파크 ▶ 용산초교 ▶ 지원2동행정복지센터 ▶ 녹동 ▶ 월남동
금남57,살레시오고/교통문화연수원,조선대해오름관,50,살레시오고/교통문화연수원 ▶ 살레시오고입구 ▶ 명상의집 ▶ 우치공원 ▶ 생룡 ▶ 지산마을 ▶ 용전사거리(남) ▶ 지산입구 ▶ 지산초교 ▶ 대원정사 ▶ 호남권역재활병원 ▶ 건국동행정복지센터 ▶ 건국지구대 ▶ 지산중 ▶ 양산호반2차 ▶ 양산택지사거리 ▶ 광주은행양산동지점 ▶ 양산초교입구 ▶ 양산호수공원 ▶ 북구문화센터/KT&G광주공장 ▶ 롯데칠성 ▶ 코카콜라 ▶ 오비맥주 ▶ 향토음식박물관 ▶ 국제고 ▶ 삼각그린타운 ▶ 고려고 ▶ 광주공고입구 ▶ 오치초교 ▶ 용주초교 ▶ 유창아파트 ▶ 신안교입구 ▶ 용봉2휴먼시아아파트 ▶ 전대치과병원 ▶ 전남대 ▶ 신안사거리 ▶ 광주역(동) ▶ 중흥초교 ▶ 중흥1동행정복지센터 ▶ 대인광장(동) ▶ 롯데백화점(북) ▶ 금남로5가역 ▶ 금남로4가역 ▶ 예술의거리입구 ▶ 전남여고 ▶ 동구청 ▶ 서남동행정복지센터 ▶ 조선대장미원 ▶ 조선대대학원 ▶ 조선대해오름관,48,조선대해오름관 ▶ 조선대장미원 ▶ 서남동행정복지센터 ▶ 문화전당역 ▶ 국립아시아문화전당(구.도청) ▶ 금남로4가역 ▶ 금남로5가역 ▶ 롯데백화점 ▶ 대인광장(동) ▶ 중흥1동행정복지센터 ▶ 중흥초교 ▶ 광주역 ▶ 신안사거리 ▶ 전남대 ▶ 전대치과병원 ▶ 용봉2휴먼시아아파트 ▶ 신안교입구 ▶ 유창아파트 ▶ 용주초교 ▶ 오치초교 ▶ 광주공고입구 ▶ 고려고 ▶ 삼각그린타운 ▶ 국제고 ▶ 향토음식박물관 ▶ 오비맥주 ▶ 코카콜라 ▶ 롯데칠성 ▶ 북구문화센터/KT&G광주공장 ▶ 양산호수공원 ▶ 양산초교입구 ▶ 광주은행양산동지점 ▶ 양산택지사거리 ▶ 양산호반2차 ▶ 지산중 ▶ 건국지구대 ▶ 건국동행정복지센터 ▶ 호남권역재활병원 ▶ 대원정사 ▶ 지산초교 ▶ 지산입구 ▶ 용전사거리(남) ▶ 지산마을 ▶ 생룡 ▶ 우치공원 ▶ 명상의집 ▶ 살레시오고입구 ▶ 살레시오고/교통문화연수원
