버스번호,기점,종점,상행 정류장수,상행 정류장(순서대로),하행 정류장수,하행 정류장(순서대로)
송암31,송암공단,천교,31,송암공단 ▶ 송원대 ▶ 송암공단입구 ▶ 남선산업 ▶ 송하삼익아파트 ▶ 광주대입구 ▶ 동성고 ▶ 대성여고 ▶ 진월대주아파트 ▶ 대광여고 ▶ 백운광장 ▶ 주월주택단지 ▶ 신우아파트 ▶ 월산5동 ▶ 월산마을입구 ▶ 월산마을 ▶ 주월초교 ▶ 화정중 ▶ 광주광역시교육청(광덕고) ▶ 화정사거리 ▶ 화정현대아파트 ▶ 기아자동차 ▶ 광주종합버스터미널 ▶ 현대자동차 ▶ 광천초교 ▶ 농성1동행정복지센터 ▶ 서광주전화국 ▶ 돌고개역(동) ▶ 양동시장역(북) ▶ 양동복개쇼핑센터 ▶ 천교,31,천교 ▶ 양동복개쇼핑센터 ▶ 양동시장역(북) ▶ 돌고개역(동) ▶ 서광주전화국 ▶ 농성1동행정복지센터 ▶ 광천초교 ▶ 현대자동차 ▶ 광주종합버스터미널 ▶ 기아자동차 ▶ 화정현대아파트 ▶ 화정사거리 ▶ 광주광역시교육청(광덕고) ▶ 화정중 ▶ 주월초교 ▶ 월산마을 ▶ 월산마을입구 ▶ 월산5동 ▶ 신우아파트 ▶ 주월주택단지 ▶ 백운광장 ▶ 호남삼육고입구 ▶ 대광여고 ▶ 진월대주아파트 ▶ 대성여고 ▶ 동성고 ▶ 송하삼익아파트 ▶ 남선산업 ▶ 송암공단입구 ▶ 송원대 ▶ 송암공단
송정33,도산동,비엔날레주차장,58,도산동 ▶ 도산파출소 ▶ 도산역 ▶ 신동사거리 ▶ 광주송정역 ▶ 광산구청 ▶ 영광통 ▶ 송정공원역 ▶ 송정파출소(북) ▶ 송정IC ▶ 아리랑고개 ▶ 우산동중흥S클래스 ▶ 대덕훼미리아파트 ▶ 상수도광산요금센터 ▶ 우산리버힐아파트 ▶ 우산빛여울채아파트(동) ▶ 광주여대 ▶ 역산공원입구 ▶ 산정중입구 ▶ 하남홈플러스 ▶ 흑석사거리(서) ▶ 흑석사거리(동) ▶ 목련마을8단지 ▶ 수완중흥S-클래스 1차 ▶ 광주농수산물유통센터(북) ▶ 수완모아엘가 ▶ 수완현진에버빌1차 ▶ 수완우미린2차 ▶ 도촌제 ▶ 도천저수지 ▶ 응암공원 ▶ 첨단초교 ▶ 첨단초교후문 ▶ 쌍암공원 ▶ 과기원 ▶ 광주디자인진흥원 ▶ 첨단병원입구 ▶ 농산물품질관리원 ▶ 우편집중국 ▶ 첨단롯데마트 ▶ 첨단생활체육공원 ▶ 첨단휴먼시아 ▶ 신용초등학교 ▶ 빛고을고입구 ▶ 신용중입구 ▶ 첨단2호반아파트 ▶ 첨단과학산업단지 ▶ 첨단2체육공원 ▶ 화인특장 ▶ 연제외촌입구 ▶ 힐스테이트연제아파트 ▶ 연제현대아파트 ▶ 한양아파트 ▶ 해태제과 ▶ 광주다문화가족지원거점센터 ▶ 마당고개 ▶ 국립광주박물관 ▶ 비엔날레주차장,58,비엔날레주차장 ▶ 국립광주박물관 ▶ 마당고개 ▶ 광주다문화가족지원거점센터 ▶ 해태제과 ▶ 한양아파트 ▶ 연제현대아파트 ▶ 힐스테이트연제아파트 ▶ 연제외촌입구 ▶ 화인특장 ▶ 첨단2체육공원 ▶ 첨단과학산업단지 ▶ 첨단2호반아파트 ▶ 신용중입구 ▶ 빛고을고입구 ▶ 신용초등학교 ▶ 첨단휴먼시아 ▶ 첨단생활체육공원 ▶ 첨단롯데마트 ▶ 우편집중국 ▶ 농산물품질관리원 ▶ 첨단병원입구 ▶ 광주디자인진흥원 ▶ 과기원 ▶ 쌍암공원 ▶ 첨단초교후문 ▶ 첨단초교 ▶ 응암공원 ▶ 도천저수지 ▶ 도촌제 ▶ 수완우미린2차 ▶ 수완현진에버빌1차 ▶ 수완모아엘가 ▶ 광주농수산물유통센터(북) ▶ 수완중흥S-클래스 1차 ▶ 목련마을8단지 ▶ 흑석사거리(동) ▶ 흑석사거리(서) ▶ 하남홈플러스 ▶ 산정중입구 ▶ 역산공원입구 ▶ 광주여대 ▶ 우산빛여울채아파트(동) ▶ 우산리버힐아파트 ▶ 상수도광산요금센터 ▶ 대덕훼미리아파트 ▶ 우산동중흥S클래스 ▶ 아리랑고개 ▶ 송정IC ▶ 송정파출소(북) ▶ 송정공원역 ▶ 영광통 ▶ 광산구청 ▶ 광주송정역 ▶ 신동사거리 ▶ 도산역 ▶ 도산파출소 ▶ 도산동
운림35,장등동,무등산국립공원(증심사),43,장등동 ▶ 도선사 ▶ 문흥지구입구(서) ▶ 문흥금호아파트 ▶ 문산중 ▶ 문흥1동행정복지센터 ▶ 문흥중 ▶ 자연과학고 ▶ 용봉중 ▶ 오치한전 ▶ 도로교통공단 대신파크 ▶ 우산주공1단지 ▶ 현대아파트 ▶ 문화중 ▶ 무등도서관 ▶ 말바우시장(동) ▶ 동강대후문 ▶ 청명아파트 ▶ 덕산아파트 ▶ 두암주공입구 ▶ 교대금호어울림 ▶ 풍향시장 ▶ 두암타운후문 ▶ 율곡초교 ▶ 장원초교(북) ▶ 산수2동행정복지센터 ▶ 동산아파트 ▶ 동산초교 ▶ 법원 ▶ 살레시오여고 ▶ 조선대 ▶ 조선대공과대학 ▶ 남광주사거리 ▶ 조선대병원 ▶ 학동증심사입구역 ▶ 학2마을아파트 ▶ 학동평화맨션 ▶ 홍림교 ▶ 연진회미술원 ▶ 운림중 ▶ 학운초교 ▶ 성촌마을.전통문화관 ▶ 무등산국립공원(증심사),44,무등산국립공원(증심사) ▶ 성촌마을.전통문화관 ▶ 학운초교 ▶ 동산마을입구 ▶ 운림중 ▶ 연진회미술원 ▶ 홍림교 ▶ 학동무등파크 ▶ 학동증심사입구역 ▶ 조선대병원 ▶ 조선대공과대학 ▶ 조선대 ▶ 살레시오여고 ▶ 법원 ▶ 동산초교 ▶ 동산아파트 ▶ 산수2동행정복지센터 ▶ 장원초교(북) ▶ 율곡초교 ▶ 두암타운후문 ▶ 풍향시장 ▶ 교대금호어울림 ▶ 두암주공입구 ▶ 덕산아파트 ▶ 청명아파트 ▶ 동강대후문 ▶ 말바우시장(동) ▶ 무등도서관 ▶ 문화중 ▶ 현대아파트 ▶ 우산주공1단지 ▶ 성산맨션 ▶ 도로교통공단 대신파크 ▶ 오치한전 ▶ 용봉중 ▶ 자연과학고 ▶ 문흥1동행정복지센터 ▶ 문산중 ▶ 문흥금호아파트 ▶ 광주솔로몬로파크 ▶ 문흥지구입구(동) ▶ 도동고개 ▶ 도선사 ▶ 장등동
금호36,장등동,서광주역,53,장등동 ▶ 도선사 ▶ 문흥지구입구(남) ▶ 농산물공판장 ▶ 각화금호아파트 ▶ 각화무등파크 ▶ 신흥맨션 ▶ 문화초교 ▶ 두암라인동산아파트 ▶ 대주빌라 ▶ 삼정초교 ▶ 두암주공아파트 ▶ 율곡초교 ▶ 장원초교(북) ▶ 산수2동행정복지센터 ▶ 동산아파트 ▶ 동산초교옆 ▶ 지산2동행정복지센터 ▶ 매일시장입구 ▶ 살레시오여고 ▶ 조선대 ▶ 서남동행정복지센터 ▶ 문화전당역 ▶ 국립아시아문화전당(구.도청) ▶ 금남로4가역 ▶ 금남로5가역 ▶ 광주일고.광주고용센터 ▶ 양동교차로 ▶ 양동시장역(북) ▶ 돌고개역(서) ▶ 서구청 ▶ 농성SK뷰 ▶ 화정중흥파크 ▶ 신세계백화점 ▶ 광주종합버스터미널 ▶ 기아자동차 ▶ 해태아파트 ▶ 한국병원 ▶ 상무1동행정복지센터 ▶ 가톨릭대평생교육원 ▶ 서광주우체국 ▶ 쌍촌시영아파트 ▶ 광주학생독립운동기념관 ▶ 치평중 ▶ 금호초교 ▶ CBS방송국 ▶ 금호시영아파트 ▶ 금호한국아파트 ▶ 서창농협 ▶ 만호초교 ▶ 만호마을 ▶ 무등교회 ▶ 서광주역,57,서광주역 ▶ 동산교차로 ▶ 동산교차로(북) ▶ 무등교회 ▶ 만호마을 ▶ 만호초교 ▶ 금호한국아파트 ▶ 금호시영아파트 ▶ CBS방송국 ▶ 상무중 ▶ 광주학생독립운동기념관 ▶ 쌍촌시영아파트 ▶ 서광주우체국 ▶ 가톨릭대평생교육원 ▶ 상무1동행정복지센터 ▶ 한국병원 ▶ 솔뫼타운 ▶ 해태아파트 ▶ 기아자동차 ▶ 광주종합버스터미널 ▶ 신세계백화점 ▶ 화정중흥파크 ▶ 서구청 ▶ 서광주한전 ▶ 돌고개역(동) ▶ 양동시장역(북) ▶ 양동교차로 ▶ 광주일고.광주고용센터 ▶ 금남로5가역 ▶ 금남로4가역 ▶ 국립아시아문화전당(구.도청) ▶ 문화전당역 ▶ 서남동행정복지센터 ▶ 살레시오여고 ▶ 매일시장입구 ▶ 지산2동행정복지센터 ▶ 동산초교옆 ▶ 동산아파트 ▶ 산수2동행정복지센터 ▶ 장원초교(북) ▶ 율곡초교 ▶ 두암주공아파트 ▶ 삼정초교 ▶ 대주빌라 ▶ 두암라인동산아파트 ▶ 문화초교 ▶ 신흥맨션 ▶ 각화무등파크 ▶ 각화초교 ▶ 각화금호아파트 ▶ 동광주IC입구 ▶ 농산물공판장 ▶ 문흥지구입구(남) ▶ 문흥지구입구(동) ▶ 도동고개 ▶ 도선사 ▶ 장등동
봉선37,송산유원지(종점),월남동,72,송산유원지(종점) ▶ 송산유원지 ▶ 동명고 ▶ 서봉마을 ▶ 샛터마을 ▶ 호남대 ▶ 선암 ▶ 매방골 ▶ 보문고 ▶ 광산경찰서 ▶ 송정한전 ▶ 소촌서라아파트 ▶ 중앙초교 ▶ 정광고입구 ▶ 어룡초교 ▶ 소촌스위트밸리 ▶ 광주인력개발원 ▶ 광주경찰청입구 ▶ 우산빛여울채아파트(동) ▶ 우산리버힐아파트 ▶ 광산중 ▶ 어등초교 ▶ 월곡일신아파트 ▶ 월곡시장 ▶ 대반초교 ▶ 풍영정천1교 ▶ 금구초교 ▶ 목련마을8단지 ▶ 목련마을 ▶ 신가동 ▶ 극락강역입구 ▶ 풍영정입구 ▶ 광신대교 ▶ 동림I.C입구 ▶ 동천마을1단지 ▶ 동천마을3단지 ▶ 동천마을6단지 ▶ 광암교입구 ▶ 공구의거리 ▶ 제2광천교 ▶ 광천치안센터 ▶ 신세계백화점 ▶ 화정중흥파크 ▶ 서구청 ▶ 서광주한전 ▶ 돌고개역(동) ▶ 양동시장역(북) ▶ 양동교차로 ▶ 수창초교후문 ▶ 대인광장(서) ▶ 동부소방서 ▶ 대인시장(서) ▶ 전남여고 ▶ 동구청 ▶ 전남대병원오거리/남동성당 ▶ 전남대병원.남광주시장 ▶ 남광주역 ▶ 학림교 ▶ 방림삼거리 ▶ 송림주택 ▶ 라인효친 ▶ 모아2차아파트 ▶ 봉선삼익사거리 ▶ 봉선삼익아파트(남) ▶ 봉선2동행정복지센터 ▶ 남구문화예술회관 ▶ 용산지구대성베르힐 ▶ 용산지구모아엘가에듀파크 ▶ 용산초교 ▶ 지원2동행정복지센터 ▶ 녹동 ▶ 월남동,74,월남동 ▶ 주남 ▶ 녹동 ▶ 지원화훼단지 ▶ 지원2동행정복지센터 ▶ 용산초교 ▶ 용산지구모아엘가에듀파크 ▶ 용산지구대성베르힐 ▶ 남구문화예술회관 ▶ 봉선2동행정복지센터 ▶ 봉선삼익아파트(남) ▶ 봉선삼익사거리 ▶ 모아2차아파트 ▶ 라인효친 ▶ 송림주택 ▶ 방림삼거리 ▶ 학림교 ▶ 남광주역 ▶ 전남대병원.남광주시장 ▶ 전남대병원오거리/남동성당 ▶ 동구청 ▶ 전남여고 ▶ 대인시장(서) ▶ 동부소방서 ▶ 대인광장(서) ▶ 수창초교후문 ▶ 양동교차로 ▶ 양동시장역(북) ▶ 돌고개역(동) ▶ 돌고개역(서) ▶ 서구청 ▶ 농성SK뷰 ▶ 화정중흥파크 ▶ 신세계백화점(북) ▶ 광천치안센터 ▶ 공구의거리 ▶ 광암교입구 ▶ 동천마을6단지 ▶ 동천마을3단지 ▶ 동천마을1단지 ▶ 동림I.C입구 ▶ 광신대교 ▶ 풍영정입구 ▶ 극락강역입구 ▶ 신가동 ▶ 목련마을 ▶ 목련마을6단지 ▶ 금구중 ▶ 풍영정천1교 ▶ 대반초교 ▶ 월곡시장 ▶ 월곡일신아파트 ▶ 어등초교 ▶ 광산중 ▶ 우산리버힐아파트 ▶ 우산빛여울채아파트(동) ▶ 광주경찰청입구 ▶ 광주인력개발원 ▶ 소촌스위트밸리 ▶ 어룡초교 ▶ 정광고입구 ▶ 중앙초교 ▶ 소촌서라아파트 ▶ 송정한전 ▶ 광산경찰서 ▶ 보문고 ▶ 매방골 ▶ 선암 ▶ 호남대 ▶ 샛터마을 ▶ 서봉마을 ▶ 동명고 ▶ 송산유원지 ▶ 송산유원지(종점)
일곡38,살레시오고/교통문화연수원,송산유원지(종점),70,살레시오고/교통문화연수원 ▶ 살레시오고입구 ▶ 일곡삼호아파트 ▶ 서일초교 ▶ 일곡초교 ▶ 일곡사거리 ▶ 국제고 ▶ 삼각그린타운 ▶ 고려고 ▶ 광주공고입구 ▶ 북부경찰서 ▶ 오치주공 ▶ 오치한전 ▶ 도로교통공단 대신파크 ▶ 전남대공과대학 ▶ 전남대동문 ▶ 북구청 ▶ 동부시장 ▶ 말바우시장(서) ▶ 말바우시장(남) ▶ 동강대 ▶ 서방시장(남) ▶ 서방사거리 ▶ 구시청사거리 ▶ 중흥1동행정복지센터 ▶ 대인광장(동) ▶ 롯데백화점 ▶ 광주일고.광주고용센터 ▶ 북성중 ▶ 요한병원 ▶ 임동농협 ▶ 임동행정복지센터 ▶ 임동한국아델리움1차 ▶ 광주기아챔피언스필드 ▶ 무등야구장 ▶ 제2광천교 ▶ 광천치안센터 ▶ 광주종합버스터미널 ▶ 기아차중문 ▶ 광명하이츠후문 ▶ 버들마을 ▶ 계수 ▶ 시청 ▶ 한국은행 ▶ 한국국토정보공사 ▶ 한국수자원공사 ▶ 상무중흥아파트 ▶ 일가정양립지원본부 ▶ 보훈회관(5.18민주화운동교육관) ▶ 김대중컨벤션센터 ▶ 김대중컨벤션센터(마륵)역 ▶ 월암 ▶ 서창입구 ▶ 장암마을 ▶ 공항역 ▶ 송정파출소(북) ▶ 송정공원역 ▶ 영광통 ▶ 금호타이어 ▶ 송정한전 ▶ 광산경찰서 ▶ 보문고 ▶ 매방골 ▶ 선암 ▶ 호남대 ▶ 샛터마을 ▶ 서봉마을 ▶ 동명고 ▶ 송산유원지 ▶ 송산유원지(종점),68,송산유원지(종점) ▶ 송산유원지 ▶ 동명고 ▶ 서봉마을 ▶ 샛터마을 ▶ 호남대 ▶ 선암 ▶ 매방골 ▶ 보문고 ▶ 광산경찰서 ▶ 송정한전 ▶ 금호타이어 ▶ 영광통 ▶ 송정공원역 ▶ 송정파출소(북) ▶ 공항역 ▶ 장암마을 ▶ 서창입구 ▶ 월암 ▶ 김대중컨벤션센터(마륵)역(북) ▶ 김대중컨벤션센터 ▶ 보훈회관(5.18민주화운동교육관) ▶ 일가정양립지원본부 ▶ 상무중흥아파트 ▶ 운천초교 ▶ 상무대우아파트 ▶ 시청 ▶ 계수 ▶ 버들마을 ▶ 광명하이츠후문 ▶ 기아차중문 ▶ 광주종합버스터미널 ▶ 광천치안센터 ▶ 제2광천교 ▶ 무등야구장 ▶ 광주기아챔피언스필드 ▶ 임동한국아델리움1차 ▶ 임동행정복지센터 ▶ 임동농협 ▶ 북성중 ▶ 광주일고.광주고용센터 ▶ 롯데백화점 ▶ 대인광장(동) ▶ 중흥1동행정복지센터 ▶ 구시청사거리 ▶ 서방사거리 ▶ 서방시장(남) ▶ 동강대 ▶ 말바우시장(서) ▶ 동부시장 ▶ 북구청 ▶ 전남대동문 ▶ 전남대공과대학 ▶ 성산맨션 ▶ 도로교통공단 대신파크 ▶ 오치한전 ▶ 오치주공 ▶ 북부경찰서 ▶ 광주공고입구 ▶ 고려고 ▶ 삼각그린타운 ▶ 국제고 ▶ 일곡사거리 ▶ 일곡초교 ▶ 서일초교 ▶ 일곡삼호아파트 ▶ 살레시오고입구 ▶ 살레시오고/교통문화연수원
문흥39,장등동,국립광주과학관,56,장등동 ▶ 도선사 ▶ 문흥지구입구(서) ▶ 문흥라인동산아파트 ▶ 문흥라인아파트 ▶ 문흥명지아파트 ▶ 문흥고가 ▶ 광주병원 ▶ 무등도서관 ▶ 말바우시장(동) ▶ 말바우시장(남) ▶ 동강대 ▶ 서방시장(남) ▶ 계림사거리 ▶ 광주고/4.19역사관 ▶ 대인시장(동) ▶ 예술의거리입구 ▶ 금남로4가역 ▶ 금남로5가역 ▶ 광주일고.광주고용센터 ▶ 양동교차로 ▶ 양동시장역(남) ▶ 돌고개역(동) ▶ 돌고개역(서) ▶ 서구청 ▶ 농성SK뷰 ▶ 화정중흥파크 ▶ 신세계백화점 ▶ 광주종합버스터미널 ▶ 기아차중문 ▶ 광명하이츠후문 ▶ 유덕초교 ▶ 칠성마을사거리 ▶ 동천동행정복지센터 ▶ 동천마을3단지 ▶ 동천마을1단지 ▶ 동림I.C입구 ▶ 광신대교 ▶ 풍영정입구 ▶ 극락강역입구 ▶ 신가동 ▶ 목련마을 ▶ 목련마을8단지 ▶ 수완중흥S-클래스 2차 ▶ 수완새한포유 ▶ 성덕마을 ▶ 수완현진에버빌1차 ▶ 수완우미린2차 ▶ 도촌제 ▶ 도천저수지 ▶ 응암공원 ▶ 첨단라인아파트 ▶ 첨단1동행정복지센터 ▶ 광주교통방송 ▶ 정부광주지방합동청사 ▶ 국립광주과학관,57,국립광주과학관 ▶ 정부광주지방합동청사 ▶ 광주교통방송 ▶ 첨단1동행정복지센터 ▶ 첨단사거리 ▶ 첨단라인아파트 ▶ 응암공원 ▶ 도천저수지 ▶ 도촌제 ▶ 수완우미린2차 ▶ 수완현진에버빌1차 ▶ 성덕마을 ▶ 수완새한포유 ▶ 수완중흥S-클래스 2차 ▶ 목련마을8단지 ▶ 목련마을 ▶ 신가동 ▶ 극락강역입구 ▶ 풍영정입구 ▶ 광신대교 ▶ 동림I.C입구 ▶ 동천마을1단지 ▶ 동천마을3단지 ▶ 동천동행정복지센터 ▶ 칠성마을사거리 ▶ 유덕초교 ▶ 광명하이츠후문 ▶ 기아차중문 ▶ 광주종합버스터미널 ▶ 신세계백화점 ▶ 화정중흥파크 ▶ 서구청 ▶ 서광주한전 ▶ 돌고개역(동) ▶ 양동시장역(남) ▶ 양동교차로 ▶ 광주일고.광주고용센터 ▶ 금남로5가역 ▶ 금남로4가역 ▶ 예술의거리입구 ▶ 대인시장(동) ▶ 광주고/4.19역사관 ▶ 계림사거리 ▶ 서방시장(남) ▶ 동강대 ▶ 말바우시장(동) ▶ 무등도서관 ▶ 광주병원 ▶ 문흥고가 ▶ 문흥명지아파트 ▶ 문흥라인아파트 ▶ 문흥라인동산아파트 ▶ 광주솔로몬로파크 ▶ 문흥지구입구(동) ▶ 도동고개 ▶ 도선사 ▶ 장등동
첨단40,첨단종점,도산동,62,첨단종점 ▶ 고내입구 ▶ 광주이노비즈센터 ▶ 풍기산업 ▶ 전남과학대학포스트비 ▶ 현진기업 ▶ 한국광기술원 ▶ 광주테크노파크후문 ▶ 광주테크노파크 ▶ 산업인력공단 ▶ 첨단삼성전자 ▶ 정부광주지방합동청사입구 ▶ 광주교통방송 ▶ 첨단1동행정복지센터 ▶ 첨단사거리 ▶ 첨단라인아파트 ▶ 첨단라인8차아파트 ▶ 산월초교입구 ▶ 방송통신대 ▶ 무양서원 ▶ 봉산중 ▶ 보훈병원후문 ▶ 보훈병원 ▶ 전자공고 ▶ 신창호반아파트 ▶ 수문초교입구 ▶ 진흥고 ▶ 보건대후문 ▶ 신창부영1차아파트 ▶ 신창동우체국 ▶ 신가중 ▶ 신가우미아파트 ▶ 신가주공아파트 ▶ 신가사거리 ▶ 극락강역입구 ▶ 신가동 ▶ 목련마을 ▶ 목련마을6단지 ▶ 금구중 ▶ 풍영정천1교 ▶ 대반초교 ▶ 월곡시장 ▶ 월곡일신아파트 ▶ 하남중 ▶ 광주여대 ▶ 우산빛여울채아파트(서) ▶ 광주경찰청입구 ▶ 광주경찰청 ▶ 소촌라인2차아파트 ▶ 소촌남계길 ▶ 아리랑고개 ▶ 송정IC ▶ 송정모아아파트 ▶ 상전 ▶ 송정대덕아파트 ▶ 송정초교 ▶ 도산동행정복지센터 ▶ 송정호반아파트 ▶ 공군부대후문 ▶ 공군부대 ▶ 도산파출소 ▶ 도산동,61,도산동 ▶ 도산파출소 ▶ 공군부대 ▶ 공군부대후문 ▶ 송정호반아파트 ▶ 도산동행정복지센터 ▶ 송정초교 ▶ 송정대덕아파트 ▶ 상전 ▶ 송정모아아파트 ▶ 송정파출소(남) ▶ 송정IC ▶ 아리랑고개 ▶ 소촌남계길 ▶ 소촌라인2차아파트 ▶ 광주경찰청 ▶ 광주경찰청입구 ▶ 우산빛여울채아파트(서) ▶ 광주여대 ▶ 하남중 ▶ 월곡일신아파트 ▶ 월곡시장 ▶ 대반초교 ▶ 풍영정천1교 ▶ 금구초교 ▶ 목련마을8단지 ▶ 목련마을 ▶ 신가동 ▶ 신가사거리 ▶ 신가주공아파트 ▶ 신가우미아파트 ▶ 신가중 ▶ 신창동우체국 ▶ 신창부영1차아파트 ▶ 보건대후문 ▶ 진흥고 ▶ 수문초교입구 ▶ 신창호반아파트 ▶ 전자공고 ▶ 보훈병원 ▶ 보훈병원후문 ▶ 봉산중 ▶ 무양서원 ▶ 방송통신대 ▶ 산월초교입구 ▶ 첨단라인8차아파트 ▶ 응암공원 ▶ 첨단라인아파트 ▶ 첨단1동행정복지센터 ▶ 광주교통방송 ▶ 정부광주지방합동청사입구 ▶ 첨단삼성전자 ▶ 산업인력공단 ▶ 광주테크노파크 ▶ 광주테크노파크후문 ▶ 한국광기술원 ▶ 현진기업 ▶ 전남과학대학포스트비 ▶ 풍기산업 ▶ 광주이노비즈센터 ▶ 첨단종점
지원45,도산동,월남동,62,도산동 ▶ 도산파출소 ▶ 공군부대 ▶ 공군부대후문 ▶ 송정호반아파트 ▶ 도산동행정복지센터 ▶ 송정초교 ▶ 송정대덕아파트 ▶ 상전 ▶ 송정모아아파트 ▶ 송정파출소(남) ▶ 공항역 ▶ 장암마을 ▶ 보훈회관(서) ▶ 일가정양립지원본부 ▶ 상무해광한신아파트 ▶ 계수초교 ▶ 상무대우아파트 ▶ 시청 ▶ 5.18기념공원 ▶ 상무병원 ▶ 운천저수지 ▶ 금호초교 ▶ CBS방송국 ▶ 금호시영아파트 ▶ 금호한국아파트 ▶ 서구문화센터 ▶ 마재대주아파트 ▶ 마재부영아파트 ▶ 마재우체국 ▶ 풍암저수지 ▶ 풍암모아아파트 ▶ 풍암한신아파트 ▶ 풍암한국아파트 ▶ 신암마을 ▶ 풍암금호아파트 ▶ 풍암우미아파트 ▶ 원광대한방병원 ▶ 금당중 ▶ 서남하이츠(국제양궁장) ▶ 무등시장입구(남) ▶ 백운초교(남) ▶ 까치고개 ▶ 대성사거리 ▶ 대성초교 ▶ 향교 ▶ 중앙대교(서) ▶ 충장치안센터 ▶ 국립아시아문화전당(구.도청) ▶ 문화전당역 ▶ 전남대병원오거리/남동성당 ▶ 전남대병원.남광주시장 ▶ 남광주사거리 ▶ 조선대병원 ▶ 학동증심사입구역 ▶ 삼익세라믹 ▶ 동구문화센터 ▶ 광주남초교 ▶ 소태역 ▶ 지원2동행정복지센터입구 ▶ 녹동 ▶ 월남동,62,월남동 ▶ 주남 ▶ 녹동 ▶ 지원화훼단지 ▶ 지원2동행정복지센터입구 ▶ 소태역 ▶ 광주남초교 ▶ 동구문화센터 ▶ 삼익세라믹 ▶ 학동증심사입구역 ▶ 조선대병원 ▶ 전남대병원.남광주시장 ▶ 전남대병원오거리/남동성당 ▶ 문화전당역 ▶ 국립아시아문화전당(구.도청) ▶ 충장동행정복지센터 ▶ 향교 ▶ 대성초교 ▶ 대성사거리 ▶ 까치고개 ▶ 백운초교(남) ▶ 무등시장입구(남) ▶ 서남하이츠(국제양궁장) ▶ 금당중 ▶ 원광대한방병원 ▶ 풍암우미아파트 ▶ 풍암금호아파트 ▶ 신암마을 ▶ 풍암한국아파트 ▶ 풍암한신아파트 ▶ 풍암모아아파트 ▶ 풍암저수지 ▶ 마재우체국 ▶ 마재부영아파트 ▶ 마재대주아파트 ▶ 서구문화센터 ▶ 금호한국아파트 ▶ 금호시영아파트 ▶ CBS방송국 ▶ 상무중 ▶ 운천저수지 ▶ 상무병원 ▶ 5.18기념공원 ▶ 시청 ▶ 한국은행 ▶ 한국국토정보공사 ▶ 계수초교 ▶ 상무해광한신아파트 ▶ 일가정양립지원본부 ▶ 보훈회관(서) ▶ 장암마을 ▶ 공항역 ▶ 송정모아아파트 ▶ 상전 ▶ 송정대덕아파트 ▶ 송정초교 ▶ 도산동행정복지센터 ▶ 송정호반아파트 ▶ 공군부대후문 ▶ 공군부대 ▶ 도산파출소 ▶ 도산동
금호46,국립광주과학관,동산교차로,50,국립광주과학관 ▶ 정부광주지방합동청사 ▶ 정부광주지방합동청사입구 ▶ 폭스존 ▶ 첨단롯데마트 ▶ 첨단호반3차아파트 ▶ 첨단부영아파트 ▶ 첨단2동행정복지센터 ▶ 첨단사거리 ▶ 첨단라인아파트 ▶ 응암공원 ▶ 도천저수지 ▶ 도촌제 ▶ 수완우미린2차 ▶ 수완현진에버빌1차 ▶ 수완모아엘가 ▶ 광주농수산물유통센터(북) ▶ 수완중흥S-클래스 1차 ▶ 목련마을6단지 ▶ 운남삼성아파트 ▶ 광산구노인복지관 ▶ 영천초교 ▶ 월곡시장 ▶ 월곡일신아파트 ▶ 하남중 ▶ 광주여대 ▶ 광산우산동행정복지센터 ▶ 광주무역회관 ▶ 계수 ▶ 버들마을 ▶ 상무호반3차 ▶ 모아제일아파트 ▶ 5.18기념문화센터 ▶ 시청 ▶ 한국은행 ▶ 한국국토정보공사 ▶ 한국수자원공사 ▶ 농협운천지점 ▶ 상무지구입구 ▶ 운천저수지 ▶ 금호초교 ▶ CBS방송국 ▶ 금호시영아파트 ▶ 금호한국아파트 ▶ 서창농협 ▶ 만호초교 ▶ 만호마을 ▶ 무등교회 ▶ 서광주역 ▶ 동산교차로,49,동산교차로 ▶ 동산교차로(북) ▶ 무등교회 ▶ 만호마을 ▶ 만호초교 ▶ 금호한국아파트 ▶ 금호시영아파트 ▶ CBS방송국 ▶ 상무중 ▶ 운천저수지 ▶ 상무지구입구 ▶ 농협운천지점 ▶ 한국수자원공사 ▶ 한국국토정보공사 ▶ 한국은행 ▶ 시청 ▶ 5.18기념문화센터 ▶ 모아제일아파트 ▶ 상무호반3차 ▶ 버들마을 ▶ 계수 ▶ 광주무역회관 ▶ 광산우산동행정복지센터 ▶ 광주여대 ▶ 하남중 ▶ 월곡일신아파트 ▶ 월곡시장 ▶ 영천초교 ▶ 광산구노인복지관 ▶ 운남삼성아파트 ▶ 목련마을6단지 ▶ 수완중흥S-클래스 1차 ▶ 광주농수산물유통센터(북) ▶ 수완모아엘가 ▶ 수완현진에버빌1차 ▶ 수완우미린2차 ▶ 도촌제 ▶ 도천저수지 ▶ 응암공원 ▶ 첨단라인아파트 ▶ 첨단사거리 ▶ 첨단2동행정복지센터 ▶ 첨단부영아파트 ▶ 첨단호반3차아파트 ▶ 첨단롯데마트 ▶ 폭스존 ▶ 정부광주지방합동청사입구 ▶ 정부광주지방합동청사 ▶ 국립광주과학관
